brand,product_name,price_with_discount,original_price,discount_percentage,image,link,sub_category,category
LSCLASICO,Yogur Batido Descremado Frutilla La Serenísima Clásico 120 Gr,$480,$800,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/787001-500-auto?v=638240817937770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-batido-descremado-la-serenisima-frutilla-120-gr/p,yogures,lacteos
MILKAUT,Yogur Natural Milkaut Cremoso 180g,$1.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/780185-500-auto?v=638191570085000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-natural-milkaut-cremoso-180g/p,yogures,lacteos
YOGURISIMO,Yogur Natural Endulzado Yogurisimo 190 Gr,$1.000,$2.000,,https://jumboargentinaio.vtexassets.com/arquivos/ids/818339-500-auto?v=638482959187900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-natural-endulzado-yogurisimo-190-gr/p,yogures,lacteos
SER,Postre Deli Dulce De Leche Ser 95 Gr,$1.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/818344-500-auto?v=638482959202900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-deli-dulce-de-leche-ser-95-gr/p,yogures,lacteos
YOGURISIMO,Yogur Bebible Yogurisimo Vainilla 1100 Gr,$2.450,$4.900,,https://jumboargentinaio.vtexassets.com/arquivos/ids/827489-500-auto?v=638558014763830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-bebible-yogurisimo-vainilla-1100-gr/p,yogures,lacteos
LA SERENÍSIMA CLÁSICO,Yogur Batido Descremado La Serenísima Con Cereales 157 Gr,$1.230,$2.050,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/791114-500-auto?v=638284017767170000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-batido-descremado-la-serenisima-con-cereales-157-gr/p,yogures,lacteos
YOGURISIMO,Yogur Yogurisimo Firme 480 Gr,$2.125,$4.250,,https://jumboargentinaio.vtexassets.com/arquivos/ids/781404-500-auto?v=638195134080230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-yogurisimo-firme-480-gr/p,yogures,lacteos
SER,Yogur Descremado Ser Frutilla Botella 190 Gr,$1.050,$2.100,,https://jumboargentinaio.vtexassets.com/arquivos/ids/837194-500-auto?v=638635017749100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-descremado-ser-frutilla-botella-190-gr/p,yogures,lacteos
YOGURISIMO,Yogur Bebible Yogurisimo Frutilla 1100 Gr,$2.450,$4.900,,https://jumboargentinaio.vtexassets.com/arquivos/ids/827490-500-auto?v=638558014766800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-bebible-yogurisimo-frutilla-1100-gr/p,yogures,lacteos
SERENITO,Postre Vainilla Con Rocklets Especial Argentina Serenito 120 Gr,$2.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/818335-500-auto?v=638482959175870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-vainilla-con-rocklets-especial-argentina-serenito-120-gr/p,yogures,lacteos
SER,Yogur Ser Colchon De Frutas Sabor Frutilla 175 Gr,$1.175,$2.350,,https://jumboargentinaio.vtexassets.com/arquivos/ids/837201-500-auto?v=638635017770700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-ser-colchon-de-frutas-sabor-frutilla-175-gr/p,yogures,lacteos
MILKAUT,Yogur Milkaut Balance Vainilla 900g,$2.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/780175-500-auto?v=638191570056500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-balance-vainilla-900g/p,yogures,lacteos
YOGURISIMO,Yogur Bebible Yogurisimo Sabor Frutilla 190 Gr,$1.125,$2.250,,https://jumboargentinaio.vtexassets.com/arquivos/ids/828317-500-auto?v=638568385845900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-bebible-yogurisimo-sabor-frutilla-190-gr/p,yogures,lacteos
MILKAUT,Yogur Milkaut Balance Frutilla 900g,$2.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/780182-500-auto?v=638191570077330000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-balance-frutilla-900g/p,yogures,lacteos
SER,Yogur Ser Cereales Granola Y Berries 155g,$1.350,$2.700,,https://jumboargentinaio.vtexassets.com/arquivos/ids/837196-500-auto?v=638635017755830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-ser-cereales-granola-y-berries-155g/p,yogures,lacteos
DANETTE,Postre Danette De Chocolate Pack X 4 U,$4.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/830967-500-auto?v=638592682272700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-danette-de-chocolate-pack-x-4-u/p,yogures,lacteos
LA SERENÍSIMA CLÁSICO,Yogur Firme Entero La Serenísima Clásico Frutilla 190 Gr,$780,$1.300,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/827443-500-auto?v=638558014611870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-firme-entero-la-serenisima-clasico-frutilla-190-gr/p,yogures,lacteos
YOGURISIMO,Yogur Bebible Yogurisimo Sabor Vainilla 190 Gr,$1.125,$2.250,,https://jumboargentinaio.vtexassets.com/arquivos/ids/828316-500-auto?v=638568385494730000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-bebible-yogurisimo-sabor-vainilla-190-gr/p,yogures,lacteos
DANETTE,Postre Crema Americana Danette 95 Gr,$1.550,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/803808-500-auto?v=638381109840100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-crema-americana-danette-95-gr/p,yogures,lacteos
LA SERENÍSIMA CLÁSICO,Yogur Batido La Serenísima Clásico Con Cereales 159 Gr,$1.230,$2.050,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/827423-500-auto?v=638558014547000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-batido-la-serenisima-clasico-con-cereales-159-gr/p,yogures,lacteos
LA SERENÍSIMA CLÁSICO,Yogur Batido La Serenísima Clásico Frutilla 120g,$480,$800,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/781402-500-auto?v=638195134074870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-batido-la-serenisima-clasico-frutilla-120g-2/p,yogures,lacteos
LA SERENÍSIMA CLÁSICO,Yogur Firme Descremado La Serenísima Clásico Frutilla 190 Gr,$780,$1.300,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/785302-500-auto?v=638223765490830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-firme-descremado-la-serenisima-clasico-frutilla-190-gr/p,yogures,lacteos
MILKAUT,"Yogur Milkaut Bebible Sabor Frutilla X 1,2 Kg",$3.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/787859-500-auto?v=638246122121900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-bebible-sabor-frutilla-x-1-2-kg/p,yogures,lacteos
DANETTE,Postre Dulce De Leche Con Crema Danette 100 Gr,$1.750,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/818333-500-auto?v=638482959170030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-dulce-de-leche-con-crema-danette-100-gr/p,yogures,lacteos
MILKAUT,Yogur Milkaut Cremoso Vainilla 190 G,$1.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/789378-500-auto?v=638264361714630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-cremoso-vainilla-190-g/p,yogures,lacteos
DAHÍ,Yogur Dahí Descremado Colchón Durazno 190g,$2.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/793540-500-auto?v=638303241967770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-dahi-descremado-colchon-durazno-190g/p,yogures,lacteos
DANONINO,Yogur Peppa Pig Bebible Frutilla Danonino 100 Gr,$1.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/823296-500-auto?v=638508251966900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-peppa-pig-bebible-frutilla-danonino-100-gr/p,yogures,lacteos
MILKAUT,Yogur Milkaut 0lactosa Vainilla 120g,$950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/789389-500-auto?v=638264361769430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-0lactosa-vainilla-120g/p,yogures,lacteos
SER,Yogur Ser Frut Sachet 900g,$2.250,$4.500,,https://jumboargentinaio.vtexassets.com/arquivos/ids/837204-500-auto?v=638635017779830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-ser-frut-sachet-900g/p,yogures,lacteos
LA SERENÍSIMA CLÁSICO,Yogur Batido La Serenísima Clásico Sabor Durazno 120g,$480,$800,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/781409-500-auto?v=638195134101630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-batido-la-serenisima-clasico-sabor-durazno-120g/p,yogures,lacteos
MILKAUT,Yogur Light Milkaut Cremoso Colchon De Frutillas 150 Gr,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/670725-500-auto?v=637697048028430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-light-milkaut-cremoso-colchon-de-frutillas-150-gr/p,yogures,lacteos
DAHÍ,Yogur Entero Dahí Colchon Frutilla 190g,$2.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/793537-500-auto?v=638303241959000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-entero-dahi-colchon-frutilla-190g/p,yogures,lacteos
MILKAUT,Yogur Milkaut Cremoso Frutilla 190g,$1.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/789377-500-auto?v=638264361710930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-cremoso-frutilla-190g/p,yogures,lacteos
DANETTE,Postre Chocolate Con Crema Danette 100 Gr,$1.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/818332-500-auto?v=638482959167870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-chocolate-con-crema-danette-100-gr/p,yogures,lacteos
SER,Yogur Firme Ser Colágeno Frutilla 190g,$1.850,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/837192-500-auto?v=638635017741130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-firme-ser-colageno-frutilla-190g/p,yogures,lacteos
ACTIVIA,Yogur Bebible Activia Sachet Ciruela 900 Gr,$4.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/823424-500-auto?v=638508253641030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-bebible-activia-sachet-ciruela-900-gr/p,yogures,lacteos
LA SERENÍSIMA CLÁSICO,Yogur La Serenísima Clásico Con Rocklets 164g,$2.050,,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/781385-500-auto?v=638195133999500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-la-serenisima-clasico-con-rocklets-164g/p,yogures,lacteos
MILKAUT,Yogur Light Milkaut Cremoso Colchon De Durazno 150 Gr,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/670728-500-auto?v=637697048035970000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-light-milkaut-cremoso-colchon-de-durazno-150-gr/p,yogures,lacteos
YOGURISIMO,Yogur Cremix Yogurisimo Frutilla Pack X 4 U - 120 Gr,$4.250,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/781412-500-auto?v=638195134111630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-cremix-yogurisimo-frutilla-pack-x-4-u-120-gr/p,yogures,lacteos
ACTIVIA,Yogur Bebible Activia Sachet Manzana Y Frutilla 900 Gr,$4.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/823423-500-auto?v=638508253636970000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-bebible-activia-sachet-manzana-y-frutilla-900-gr/p,yogures,lacteos
LA SERENÍSIMA CLÁSICO,Yogur La Serenisima Clasico Frutilla 110 Gr,$2.040,$3.400,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/805720-500-auto?v=638398290885730000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-la-serenisima-clasico-frutilla-110-gr/p,yogures,lacteos
YOGURISIMO,Yogur Bebible Banana Yogurisimo 900 Gr,$2.225,$4.450,,https://jumboargentinaio.vtexassets.com/arquivos/ids/827461-500-auto?v=638558014669100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-bebible-banana-yogurisimo-900-gr/p,yogures,lacteos
MILKAUT,Yogur Milkaut Frutilla Sachet 900 G,$2.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/662052-500-auto?v=637656201548600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-frutilla-sachet-900-g-2/p,yogures,lacteos
SER,Yogur Ser Vain Sachet 900g,$2.250,$4.500,,https://jumboargentinaio.vtexassets.com/arquivos/ids/837205-500-auto?v=638635017782600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-ser-vain-sachet-900g/p,yogures,lacteos
DANONINO,"Yogur Peppa Pig Batido Frutilla Danonino 80,5 Gr",$800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/823300-500-auto?v=638508251976770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-peppa-pig-batido-frutilla-danonino-80-5-gr/p,yogures,lacteos
SERENITO,Postre Vainilla Con Chocobombas Serenito 118 Gr,$2.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/818336-500-auto?v=638482959179600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-vainilla-con-chocobombas-serenito-118-gr/p,yogures,lacteos
LA CREMERIA MILKAUT,Yogur La Cremería Milkaut Con Frutilla 120g,$1.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/709372-500-auto?v=637926322333200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-la-cremeria-milkaut-con-frutilla-120g/p,yogures,lacteos
LA CREMERIA MILKAUT,Yogur La Cremería Milkaut Con Moras 120g,$1.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/709373-500-auto?v=637926322336030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-la-cremeria-milkaut-con-moras-120g/p,yogures,lacteos
DAHÍ,Yog. Ent. Dahí Colchon Apple Crumble 130g,$1.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/823703-500-auto?v=638508259910700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-ent-dahi-colchon-apple-crumble-130g/p,yogures,lacteos
SERENITO,Postre Dulce De Leche Serenito 100 Gr,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/818343-500-auto?v=638482959200230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-dulce-de-leche-serenito-100-gr-2/p,yogures,lacteos
DANONINO,Yogur Peppa Pig Bebible Frutilla Danonino 185 Gr,$2.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/823298-500-auto?v=638508251971430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-peppa-pig-bebible-frutilla-danonino-185-gr/p,yogures,lacteos
MILKAUT,Yog.milkaut Firme Vain 180g,$1.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/834199-500-auto?v=638616657634200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-milkaut-firme-vain-180g/p,yogures,lacteos
LA SERENÍSIMA CLÁSICO,Postre Chocolate La Serenísima Clásico 95 Gr,$1.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/816819-500-auto?v=638470867097800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-chocolate-la-serenisima-clasico-95-gr/p,yogures,lacteos
DANETTE,Postre Danette Chocolate Blanco 95 Gr,$1.550,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/823301-500-auto?v=638508251979400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-danette-chocolate-blanco-95-gr/p,yogures,lacteos
SERENITO,Postre Minions Chocolate Serenito 95 Gr,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/818348-500-auto?v=638482959303530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-minions-chocolate-serenito-95-gr/p,yogures,lacteos
MILKAUT,Yogur Milkaut Durazno Sachet 900 G,$2.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/662049-500-auto?v=637656201534700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-durazno-sachet-900-g/p,yogures,lacteos
MILKAUT,Yog.milkaut Cremoso Vain 120g,$850,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/835838-500-auto?v=638627889696870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-milkaut-cremoso-vain-120g/p,yogures,lacteos
DANETTE,Postre Chocolate Blanco Danette 95 Gr,$1.550,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/823297-500-auto?v=638508251969100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-chocolate-blanco-danette-95-gr/p,yogures,lacteos
MILKAUT,Yog.milkaut Firme Frut 180g,$1.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/834200-500-auto?v=638616657653430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-milkaut-firme-frut-180g/p,yogures,lacteos
MILKAUT,Yogur Cremoso Milkaut Con Trozos De Durazno 120g,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/789383-500-auto?v=638264361731600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-cremoso-milkaut-con-trozos-de-durazno-120g/p,yogures,lacteos
MILKAUT,Yogur Milkaut Frutilla Con Cereal 155g,$1.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/789387-500-auto?v=638264361759970000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-frutilla-con-cereal-155g/p,yogures,lacteos
MILKAUT,Yogur Milkaut Vainilla Con Cereal 155g,$1.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/789386-500-auto?v=638264361754500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-vainilla-con-cereal-155g/p,yogures,lacteos
MILKAUT,Yog.milkaut Vain Tetra 950g,$2.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/835837-500-auto?v=638627889692800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-milkaut-vain-tetra-950g/p,yogures,lacteos
TREGAR,Yogur Entero Tregar Durazno 900g,$2.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/776829-500-auto?v=638173317927300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-entero-tregar-durazno-900g/p,yogures,lacteos
MILKAUT,Yog.milkaut Frut Tetra 950g,$2.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/835836-500-auto?v=638627889685170000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-milkaut-frut-tetra-950g/p,yogures,lacteos
YOGURISIMO,Yogur Cremix Yogurisimo Frutilla 120 Gr,$650,$1.300,,https://jumboargentinaio.vtexassets.com/arquivos/ids/827425-500-auto?v=638558014552470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-cremix-yogurisimo-frutilla-120-gr/p,yogures,lacteos
MILKAUT,Yog.milkaut Cremoso Frut 120g,$850,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/835840-500-auto?v=638627889704270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-milkaut-cremoso-frut-120g/p,yogures,lacteos
DAHÍ,Yog. Ent. Batido Mora Dahí 170g,$1.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/818255-500-auto?v=638482957137470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-ent-batido-mora-dahi-170g/p,yogures,lacteos
CUISINE & CO NBE MP,Yogur Bebible Vainilla C&co 900g,$1.650,$2.200,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/799851-500-auto?v=638349034353230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-bebible-vainilla-c-co-900g-2/p,yogures,lacteos
YOGS,Yogur Entero Bebible Sancor Yogs Frutilla 900g,$2.325,$3.100,2do al 50%,https://jumboargentinaio.vtexassets.com/arquivos/ids/799008-500-auto?v=638343743049130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-entero-bebible-sancor-yogs-frutilla-900g/p,yogures,lacteos
MILKAUT,Yog. Milkaut C/trozos Frutilla 150g,$1.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/789380-500-auto?v=638264361721970000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-milkaut-c-trozos-frutilla-150g/p,yogures,lacteos
CUISINE & CO NBE MP,Yogur Bebible Frutilla C&co 900g,$2.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/799850-500-auto?v=638349034349330000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-bebible-frutilla-c-co-900g-2/p,yogures,lacteos
MILKAUT,Yogur Milkaut Entero Frambuesa Y Limón S,$2.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/797959-500-auto?v=638338666916770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-entero-frambuesa-y-limon-s/p,yogures,lacteos
DANONINO,Sachet Danonino Frutilla X 900 Gr,$3.250,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/835083-500-auto?v=638618494032970000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/sachet-danonino-frutilla-x-900-gr/p,yogures,lacteos
YOGURADE,Yogur Yogurade Semidescremado Sabor Frutilla 210g,$1.850,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806875-500-auto?v=638404978916270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-yogurade-semidescremado-sabor-frutilla-210g/p,yogures,lacteos
MILKAUT,Yogur Milkaut Vainilla Con Granola 155g,$1.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/789381-500-auto?v=638264361725100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-milkaut-vainilla-con-granola-155g/p,yogures,lacteos
YOGS,Yogur Yogs Entero Vainilla Bot 1kg,$4.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/797586-500-auto?v=638336829667100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-yogs-entero-vainilla-bot-1kg/p,yogures,lacteos
SHIMY,Postre Shimy Entero Vainilla Pote 120g,$1.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/837334-500-auto?v=638640850261230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-shimy-entero-vainilla-pote-120g/p,yogures,lacteos
SANCOR VIDA,Yogur Desc Sancor Vida Vain Sachet 900g,$3.100,,2do al 50%,https://jumboargentinaio.vtexassets.com/arquivos/ids/801612-500-auto?v=638373335064670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-desc-sancor-vida-vain-sachet-900g/p,yogures,lacteos
YOGS,Yogur En Sancor Yogs Beb Vai 900gr,$2.325,$3.100,2do al 50%,https://jumboargentinaio.vtexassets.com/arquivos/ids/799003-500-auto?v=638343743025470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-en-sancor-yogs-beb-vai-900gr/p,yogures,lacteos
SANCOR VIDA,Yogur Desc Sancor Vida Frut Sachet 900g,$2.325,$3.100,2do al 50%,https://jumboargentinaio.vtexassets.com/arquivos/ids/801611-500-auto?v=638373335061370000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-desc-sancor-vida-frut-sachet-900g/p,yogures,lacteos
YOGS,Yog E Firme Yogs Vain 190g,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/801613-500-auto?v=638373335067000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-e-firme-yogs-vain-190g/p,yogures,lacteos
YOGS,Yogur Yogs Firme Entero Vainilla Pot 2x125g,$2.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/714878-500-auto?v=637959153913070000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-yogs-firme-entero-vainilla-pot-2x125g/p,yogures,lacteos
YOGS,Yogur Yogurs Ent Cremoso Vain 2x120g,$2.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/714902-500-auto?v=637959153987100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-yogurs-ent-cremoso-vain-2x120g-2/p,yogures,lacteos
YOGS,Yogur Yogs Firme Entero Frutilla Pot 2x125g,$2.100,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/714879-500-auto?v=637959153915870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-yogs-firme-entero-frutilla-pot-2x125g/p,yogures,lacteos
YOGS,Yog E Firme Yogs Natural 190g,$1.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/714892-500-auto?v=637959153956400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-e-firme-yogs-natural-190g-2/p,yogures,lacteos
YOGS,Yogur Yogs Frutado Entero Durazno Pote 160g,$1.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/714867-500-auto?v=637959153878730000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-yogs-frutado-entero-durazno-pote-160g/p,yogures,lacteos
SANCORITO,Postre Sancorito Choc 115g,$1.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/801610-500-auto?v=638373335058200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-sancorito-choc-115g/p,yogures,lacteos
YOGS,Yog E Firme Yogs Frut 190g,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/801609-500-auto?v=638373335055070000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yog-e-firme-yogs-frut-190g/p,yogures,lacteos
YOGS,Yogur Yogs Frutado Entero Frutilla 160g,$1.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/714868-500-auto?v=637959153881400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yogur-yogs-frutado-entero-frutilla-160g/p,yogures,lacteos
ZEN,Empanada Zen Roast Beef A Cuchillo 12 U,$28.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/679240-500-auto?v=637740021734030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/empanada-zen-roast-beef-a-cuchillo-12-u/p,comidas-congeladas,congelados
ZEN,Empanadas Zen Jamon Y Queso 12u 1kg,$18.590,$28.600,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/679245-500-auto?v=637740021746870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/empanadas-zen-jamon-y-queso-12u-1kg/p,comidas-congeladas,congelados
ZEN,Pizza Zen Provo X 1 505gr,"$6.727,5",$10.350,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/833876-500-auto?v=638615902393900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-zen-provo-x-1-505gr/p,comidas-congeladas,congelados
