brand,product_name,price_with_discount,original_price,discount_percentage,image,link,sub_category,category
SANTA MARIA,Hummus De Girgolas Santa Maria 250 Gr,$4.999,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/781320-500-auto?v=638194918374470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hummus-de-girgolas-santa-maria-250-gr/p,conservas,almacen
PORTO,Condimento De Hongos Porto 30 Gr,$3.299,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/762038-500-auto?v=638060486545130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/condimento-de-hongos-porto-30-gr/p,conservas,almacen
SANTA MARIA,Babaganush Santa Maria X 250grs,"$3.149,25",$4.199,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/781301-500-auto?v=638194917798430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/babaganush-santa-maria-x-250grs/p,conservas,almacen
LA COSTEÑA,Porotos Negros Refirtos La Costeña 400 Gr,$6.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/181705-500-auto?v=636383417657300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/porotos-negros-refirtos-la-costena-400-gr/p,conservas,almacen
PAMPA GOURMET,Pampagourmet Hummus De Porotos X190gr,$6.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/751899-500-auto?v=638010993708900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pampagourmet-hummus-de-porotos-x190gr/p,conservas,almacen
SANTA MARIA,Mayonesa De Zanahoria Santa Maria 330 Gr,$4.499,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/667313-500-auto?v=637677706585100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mayonesa-de-zanahoria-santa-maria-330-gr/p,conservas,almacen
LA CAMPAGNOLA,Ens Atun Verde La Campagnola 24x285gr,$4.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/843546-500-auto?v=638658132130730000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ens-atun-verde-la-campagnola-24x285gr/p,conservas,almacen
SANTA MARIA,Hummus De Remolacha Santa Maria 250 Gr,$4.199,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/781345-500-auto?v=638194918450270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hummus-de-remolacha-santa-maria-250-gr/p,conservas,almacen
FRUTAS DEL SUR,Frutos Del Bosque Frutas Del Sur 400 Gr,$11.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/685547-500-auto?v=637786570091300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/frutos-del-bosque-frutas-del-sur-400-gr/p,conservas,almacen
LA CAMPAGNOLA,Ens Atun Roja La Campagnola 24x285gr,$4.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/843547-500-auto?v=638658132136200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ens-atun-roja-la-campagnola-24x285gr/p,conservas,almacen
CRISTO DE LOS CERROS,Pimiento Agridulce Cristo De Los Cerros 300 Gr,$9.350,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/754223-500-auto?v=638019633875170000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pimiento-agridulce-cristo-de-los-cerros-300-gr/p,conservas,almacen
LA COSTEÑA,Chiles Jalapeños Picados La Costeña 220 Gr,$5.750,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/447681-500-auto?v=636559914756630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/chiles-jalapenos-picados-la-costena-220-gr/p,conservas,almacen
SANTA MARIA,Ketchup Santa Maria,$4.399,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/781324-500-auto?v=638194918386600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ketchup-santa-maria/p,conservas,almacen
COLAVITA,Conserva Colavita Alcauciles Alla Paesana X 280 Gr,"$24.473,87","$34.962,67",-30%,https://jumboargentinaio.vtexassets.com/arquivos/ids/836131-500-auto?v=638633290265670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/conserva-colavita-alcauciles-alla-paesana-x-280-gr/p,conservas,almacen
COLAVITA,Conserva Colavita Melanzane E Peperoni X 280 Gr,"$19.252,5","$27.503,57",-30%,https://jumboargentinaio.vtexassets.com/arquivos/ids/836134-500-auto?v=638633290277370000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/conserva-colavita-melanzane-e-peperoni-x-280-gr/p,conservas,almacen
COLAVITA,Conserva Colavita Peperonata X 280 Gr,"$27.503,57",,,https://jumboargentinaio.vtexassets.com/arquivos/ids/836135-500-auto?v=638633290279530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/conserva-colavita-peperonata-x-280-gr/p,conservas,almacen
LA COSTEÑA,Porotos Bayos Refritos La Costeña 400 Gr,$6.750,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/210481-500-auto?v=636383741314630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/porotos-bayos-refritos-la-costena-400-gr/p,conservas,almacen
PAMPA GOURMET,Pure De Manzanas Pampagourmet 340 Gr,$5.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/751898-500-auto?v=638010993700630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pure-de-manzanas-pampagourmet-340-gr/p,conservas,almacen
COLAVITA,Conserva Colavita Alcauciles Delicati X 280 Gr,"$40.554,79",,,https://jumboargentinaio.vtexassets.com/arquivos/ids/836133-500-auto?v=638633290272400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/conserva-colavita-alcauciles-delicati-x-280-gr/p,conservas,almacen
OREO,Galletitas Oreo Rellenas Con Crema Sabor Original 354 Gr,$5.000,,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/803300-500-auto?v=638379382755670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-oreo-rellenas-con-crema-sabor-original-354-gr/p,desayuno-y-merienda,almacen
PEPITOS,Galletitas Pepitos Con Chips De Chocolate 357 Gr Pack X 3 U De 119 Gr,$4.650,,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/804479-500-auto?v=638386293793430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-pepitos-con-chips-de-chocolate-357-gr-pack-x-3-u-de-119-gr/p,desayuno-y-merienda,almacen
PLAYADITO,Yerba Mate Playadito Suave 1 Kg,$4.865,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/711224-500-auto?v=637938633804770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yerba-mate-playadito-suave-1-kg/p,desayuno-y-merienda,almacen
CHOCOLINAS,Galletitas Chocolinas X250g,$1.750,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/814283-500-auto?v=638452605691770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-chocolinas-x250g/p,desayuno-y-merienda,almacen
TRAVIATA,Galletitas Traviata X540g,$1.919,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/816919-500-auto?v=638470869201230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-traviata-x540g/p,desayuno-y-merienda,almacen
LA MERCED,Yerba Mate De Campo La Merced 500 Gr,$3.874,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/621304-500-auto?v=637473138269830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yerba-mate-de-campo-la-merced-500-gr/p,desayuno-y-merienda,almacen
OPERA,Galletitas ópera Agrupadas 220 Gr,$1.654,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/624009-500-auto?v=637502527403100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-opera-agrupadas-220-gr/p,desayuno-y-merienda,almacen
RUMBA,Galletitas Rumba 330g,$2.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/823302-500-auto?v=638508251982230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-rumba-330g/p,desayuno-y-merienda,almacen
CRACKINES,Tostaditas De Arroz Libre De Gluten Crackines 120 Gr,$1.850,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/423331-500-auto?v=636481037739530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/tostaditas-de-arroz-libre-de-gluten-crackines-120-gr/p,desayuno-y-merienda,almacen
SONRISAS,Galletitas Frambuesa Sonrisas 324 Gr,$2.460,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/636213-500-auto?v=637535809310430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-frambuesa-sonrisas-324-gr/p,desayuno-y-merienda,almacen
CHANGO,Azúcar Chango 1 Kg.,$1.338,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/716999-500-auto?v=637977297680700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/azucar-chango-1-kg/p,desayuno-y-merienda,almacen
AGUILA,Chocolate Aguila Para Taza 150 Gr,$3.760,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/582946-500-auto?v=637234676236270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/chocolate-aguila-para-taza-150-gr/p,desayuno-y-merienda,almacen
OREO,Galletitas Oreo Rellenas Con Crema Sabor Original 118 Gr,$1.068,$1.780,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/803301-500-auto?v=638379382759570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-oreo-rellenas-con-crema-sabor-original-118-gr/p,desayuno-y-merienda,almacen
LEDESMA,Azúcar Molida Ledesma 1 Kg,$1.080,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/703064-500-auto?v=637891329664700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/azucar-molida-ledesma-1-kg/p,desayuno-y-merienda,almacen
PLAYADITO,Yerba Mate Suave Playadito 500 Gr,$2.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/609099-500-auto?v=637388478795030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yerba-mate-suave-playadito-500-gr/p,desayuno-y-merienda,almacen
NESCAFE,Nescafe Gold Espresso 100g,$20.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/814991-500-auto?v=638463838354770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/nescafe-gold-espresso-100g/p,desayuno-y-merienda,almacen
CEREALITAS,Galletitas Cracker Cereal Clásicas Cerealitas 3 U - 636 Gr,$2.466,$4.110,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/783875-500-auto?v=638215763390230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-cracker-cereal-clasicas-cerealitas-3-u-636-gr/p,desayuno-y-merienda,almacen
MANA,Galletitas Vainilla Mana 408 Gr,$2.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/726250-500-auto?v=637997323478030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-vainilla-mana-408-gr/p,desayuno-y-merienda,almacen
BAGLEY,Galletitas Cofler Relleno Bon O Bon 85 Gr,$950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/824674-500-auto?v=638519998007600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-cofler-relleno-bon-o-bon-85-gr/p,desayuno-y-merienda,almacen
DON SATUR,Bizcochos De Grasa Don Satur 200 Gr,$1.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/181715-500-auto?v=636383417892270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/bizcochos-de-grasa-don-satur-200-gr/p,desayuno-y-merienda,almacen
CUISINE & CO NBE MP,Vainillas Cuisine And Co. 36 U,$4.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/791426-500-auto?v=638288337908630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vainillas-cuisine-and-co-36-u/p,desayuno-y-merienda,almacen
CUISINE & CO NBE MP,Azucar Cuisine And Co. 1 Kg,$849,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/657548-500-auto?v=637630497279400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/azucar-cuisine-and-co-1-kg/p,desayuno-y-merienda,almacen
MELBA,Galletitas Dulces Rellenas Melba 360g,$3.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/803240-500-auto?v=638379382509900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-dulces-rellenas-melba-360g/p,desayuno-y-merienda,almacen
NESCAFE,Café Dolca Suave Nescafé® 170 Gr,$6.395,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/837848-500-auto?v=638647763006400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/cafe-dolca-suave-nescafe-170-gr-3/p,desayuno-y-merienda,almacen
CABRALES,Café Molido Cabrales 500 Gr,$18.350,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/773633-500-auto?v=638144805897770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/cafe-molido-cabrales-500-gr/p,desayuno-y-merienda,almacen
TODDY,Galletitas Chips De Chocolate Toddy 126 Gr,$1.510,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/549702-500-auto?v=637051080881430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-chips-de-chocolate-toddy-126-gr/p,desayuno-y-merienda,almacen
CRIOLLITAS,Galletitas De Agua Criollitas Originales 300 Gr,$1.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/583061-500-auto?v=637234676513400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-de-agua-criollitas-originales-300-gr/p,desayuno-y-merienda,almacen
NESQUIK,Cacao En Polvo Nesquik S/tacc 800gr,$7.919,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/829633-500-auto?v=638584690566030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/cacao-en-polvo-nesquik-s-tacc-800gr/p,desayuno-y-merienda,almacen
STARBUCKS,Capsulas Starbucks® Nespresso® House Blend - 10 U,"$10.697,25",$12.585,-15%,https://jumboargentinaio.vtexassets.com/arquivos/ids/836617-500-auto?v=638634155236600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/capsulas-starbucks-nespresso-house-blend-10-u/p,desayuno-y-merienda,almacen
BAGLEY,Galletitas Cofler Rellenas Bañadas Bon O Bon 105 Gr,$2.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/824671-500-auto?v=638519997999100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-cofler-rellenas-banadas-bon-o-bon-105-gr/p,desayuno-y-merienda,almacen
MAÑANITA,Yerba Mate 4flex Mañanita 1 Kg,$4.716,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/611981-500-auto?v=637396250130400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yerba-mate-4flex-mananita-1-kg/p,desayuno-y-merienda,almacen
AGUILA,Tableta Chocolate Amargo Aguila 60% Cacao 150 Gr,$4.730,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/582966-500-auto?v=637234676286300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/tableta-chocolate-amargo-aguila-60-cacao-150-gr/p,desayuno-y-merienda,almacen
OREO,Galletitas Oreo Mini Rellenas Sabor Original 50 Gr,$510,$850,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/803314-500-auto?v=638379382814370000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-oreo-mini-rellenas-sabor-original-50-gr/p,desayuno-y-merienda,almacen
DON SATUR,Bizcochos Don Satur Dulces 200 Gr,$1.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/250105-500-auto?v=636388464661330000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/bizcochos-don-satur-dulces-200-gr/p,desayuno-y-merienda,almacen
MOLINOS ALA,Tostadas De Arroz Clásicas Molinos Ala 150 Gr,$2.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/683374-500-auto?v=637769289958200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/tostadas-de-arroz-clasicas-molinos-ala-150-gr/p,desayuno-y-merienda,almacen
CACHAFAZ,Galletitas Integral Avena Con Chips De Chocolate Cachafaz 225 Gr,$2.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/829046-500-auto?v=638575998162900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-integral-avena-con-chips-de-chocolate-cachafaz-225-gr/p,desayuno-y-merienda,almacen
LA MORENITA,Cafe Molido La Morenita 500 Gr,$7.684,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/646160-500-auto?v=637582880104030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/cafe-molido-la-morenita-500-gr/p,desayuno-y-merienda,almacen
LA CAMPAGNOLA,Mermelada De Durazno Bc La Campagnola 390 Gr,$2.850,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/690033-500-auto?v=637810653700200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mermelada-de-durazno-bc-la-campagnola-390-gr/p,desayuno-y-merienda,almacen
LA CAMPAGNOLA,Mermelada De Frutilla Bc La Campagnola 390 Gr,$3.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/690034-500-auto?v=637810653703330000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mermelada-de-frutilla-bc-la-campagnola-390-gr/p,desayuno-y-merienda,almacen
CBSE,Yerba Mate Hierbas Serranas Cbsé 1 Kg,$4.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/709756-500-auto?v=637927402424030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/yerba-mate-hierbas-serranas-cbse-1-kg/p,desayuno-y-merienda,almacen
LA VIRGINIA,Cafe Expresso Molido Tostado La Virginia 500 Gr,$11.745,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/680335-500-auto?v=637744887545730000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/cafe-expresso-molido-tostado-la-virginia-500-gr/p,desayuno-y-merienda,almacen
NESCAFE,Café Gold Tostado Y Molido Intenso Nescafé® 250 Gr,$15.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/837846-500-auto?v=638647761797400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/nescafe-gold-tostado-y-molido-intenso-x-250gr/p,desayuno-y-merienda,almacen
OREO,Galletitas Oreo Bañadas En Chocolate Blanco 7 U - 119 Gr,$4.350,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/803317-500-auto?v=638379382825470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-oreo-banadas-en-chocolate-blanco-7-u-119-gr/p,desayuno-y-merienda,almacen
FRUTIGRAN,Galletitas Frutigran Avena Y Pasas 250 Gr,$1.750,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/178501-500-auto?v=636383365370530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-frutigran-avena-y-pasas-250-gr/p,desayuno-y-merienda,almacen
HILERET,Endulzante Clasico Forte Hileret 200 Sobrecitos,$5.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/825020-500-auto?v=638526159489800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/endulzante-clasico-forte-hileret-200-sobrecitos/p,desayuno-y-merienda,almacen
CEREALITAS,Galletitas De Arroz Saladas Sin Taac Cerealitas 160 Gr,$2.400,,2do al 80%,https://jumboargentinaio.vtexassets.com/arquivos/ids/783870-500-auto?v=638215763364900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-de-arroz-saladas-sin-taac-cerealitas-160-gr/p,desayuno-y-merienda,almacen
TARAGUI,Te Sin Filtro Diamantado Taragui 50 Saquitos,$1.431,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/640949-500-auto?v=637557379300770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/te-sin-filtro-diamantado-taragui-50-saquitos/p,desayuno-y-merienda,almacen
VARIEDAD,Galletitas dulces Variedad Terrabusi Mix 390 Gr,$2.980,,2do al 70%,https://jumboargentinaio.vtexassets.com/arquivos/ids/803299-500-auto?v=638379382751430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-dulces-variedad-terrabusi-mix-390-gr/p,desayuno-y-merienda,almacen
HOGAREÑAS,Galletitas Hogareñas Salvado 600g,$2.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/621206-500-auto?v=637472274398930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-hogarenas-salvado-600g/p,desayuno-y-merienda,almacen
VARIEDAD,Galletitas Dulces Variedad Terrabusi Mix 590 Gr,"$2.723,5",$4.190,2do al 70%,https://jumboargentinaio.vtexassets.com/arquivos/ids/803307-500-auto?v=638379382784570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-dulces-variedad-terrabusi-mix-590-gr/p,desayuno-y-merienda,almacen
MERENGADAS,Galletitas Merengadas Frutilla 264g,$2.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/756464-500-auto?v=638028490130630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletitas-merengadas-frutilla-264g/p,desayuno-y-merienda,almacen
COFLER,Galletita Cofler Block X124gr,$1.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/591525-500-auto?v=637290847176070000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/galletita-cofler-block-x124gr/p,desayuno-y-merienda,almacen
